Name,Locus_tag,Fru_1,Glu_1,Gly_1,Glucon_1,Mal_1,Pyr_1,M.G_1,LBexp_1,SMMPr_1,S0_1,G.S_1
yvdT,BSU34480,10.6918090909,10.9791181818,10.5883636364,10.4370363636,10.7086090909,10.2596454545,11.4160363636,12.0857636364,10.9835454545,11.7951727273,10.9665909091
yvdS,BSU34490,7.7461363636,7.5928727273,7.2255272727,7.2717818182,7.8499090909,7.3297636364,7.8888454546,8.9987636364,7.4464181818,8.6608545455,7.7113454546
yvdR,BSU34500,7.7083272727,7.4483454546,7.2932636364,7.2323181818,7.5819363636,7.5143818182,7.5715727273,8.6720272727,7.4654818182,8.4443545455,7.6507181818
yvdQ,BSU34510,7.4267090909,7.2818909091,7.7879363636,8.4423545455,7.1555090909,11.11,7.6732727273,7.523,9.4993909091,7.4220636364,7.4437090909
cotQ,BSU34520,8.4139272727,8.2537545455,8.0622,9.7626090909,8.0838727273,9.1063,8.3719363636,8.9498090909,8.4030545455,8.1404545455,8.3968454546
cotR,BSU34530,7.8071636364,7.8428090909,7.6428181818,9.7550545455,7.7917090909,9.0005727273,7.9704818182,8.0074,8.0332636364,7.7903454546,7.8599909091
clpP,BSU34540,13.1089727273,12.9603090909,13.2233090909,12.9320090909,13.4054363636,13.3817,13.5699,14.4012363636,13.6871090909,13.3659545455,13.0089909091
pgcM,BSU34550,8.5923818182,8.5055181818,8.7608,8.4408181818,8.6720272727,8.6224909091,8.4478454546,9.5062272727,8.0524363636,9.4104363636,8.5724181818
malL,BSU34560,8.5942545455,8.3296818182,8.6375272727,8.3562454546,8.8974,8.3219363636,8.1096181818,9.7428181818,8.0679545455,9.7078727273,8.6243727273
yvdK,BSU34570,8.4207090909,8.1427909091,8.1703,8.2464181818,8.7756636364,7.7353,8.1779272727,9.6447363636,7.8857818182,9.4389454546,8.5495363636
yvdJ,BSU34580,8.3762363636,8.0599090909,7.9148727273,8.2736090909,8.5790363636,7.6242727273,8.3777818182,9.5499454546,7.7130545455,9.4120727273,8.3992363636
mdxG,BSU34590,8.2307727273,7.7847,7.7759272727,7.9003636364,8.4139272727,7.4325454546,7.4654818182,9.3968818182,7.5826909091,9.0343636364,8.2408272727
mdxF,BSU34600,8.1610818182,7.7976090909,8.0037454546,8.0332636364,8.5088,7.6041272727,7.4988,9.2849818182,7.6193636364,9.2123545455,8.2915727273
mdxE,BSU34610,8.3695,7.9291909091,8.4101363636,8.3495545455,8.8169090909,7.7394545455,7.6134636364,9.4186181818,7.7344272727,9.3109727273,8.4357909091
yvdF,BSU34620,8.0953090909,7.8377,7.9411909091,7.9044,8.2814181818,7.5481272727,7.7130545455,8.5514454546,7.6611545455,8.4700636364,8.0994545455
yvdE,BSU34630,8.0622,8.0560636364,8.4547636364,7.8445272727,8.2281545455,7.6868909091,8.3139454546,7.6327363636,7.9768636364,8.1737090909,8.0935909091
yvdD,BSU34640,12.8134090909,12.7491818182,12.4846454545,12.8472818182,12.3383545455,12.7639,12.1939181818,11.6018181818,13.1559909091,12.0388727273,13.0381454545
yvdC,BSU34650,12.1694181818,12.4064545455,11.6414363636,12.2534545455,11.7629,11.9902545455,11.9224181818,11.0135090909,12.1009272727,11.3601090909,12.3037818182
yvdB,BSU34660,9.0302727273,8.4155272727,8.9707909091,8.1650909091,8.4254,8.1107,8.0916363636,8.6157818182,7.7394545455,8.1312818182,8.8767818182
yvdA,BSU34670,9.1706272727,8.7487909091,9.4886,8.7624727273,8.5811909091,8.6430363636,8.6655909091,8.9072454546,7.9526090909,8.3066,9.2491818182
yvcT,BSU34680,12.6289545455,12.3455909091,12.0682363636,12.6169545455,11.6398363636,12.1669272727,11.6125272727,12.5955,12.1009272727,11.6185181818,12.6660181818
psdB,BSU34690,10.9608818182,10.3422363636,10.1975909091,9.7276818182,10.6367181818,9.4555272727,10.1141636364,11.0073909091,10.1232272727,10.6243545455,10.8500636364
psdA,BSU34700,10.7517909091,10.3119181818,9.9431636364,9.6664090909,10.5589545455,9.3040454546,10.1632727273,10.9688727273,10.0698727273,10.6313818182,10.8055727273
psdS,BSU34710,9.8590090909,10.5215818182,9.5062272727,10.0244090909,10.5367545455,9.7154454546,10.4728454545,10.9479363636,10.2851636364,10.7334272727,10.0139909091
psdR,BSU34720,10.0270545455,10.5198545455,9.3332272727,9.8654545455,9.9984,9.4682,10.1464909091,10.9996636364,10.1293,10.7255636364,9.9761363636
yvzJ,BSU34729,8.5021454546,9.7009636364,9.1200818182,9.3040454546,8.9592909091,9.0527727273,10.4207,9.9033,9.2528,8.4591272727,8.5649909091
yvcI,BSU34780,12.5738,12.5923090909,12.2134545455,12.5042181818,12.4808363636,12.1646272727,12.6858454545,13.1950727273,12.4984,12.7082727273,12.7592545455
trxB,BSU34790,12.0502272727,11.8979818182,12.4941181818,11.6918909091,11.9251545455,11.2412818182,11.9536727273,13.0556454545,11.9855636364,11.3582272727,12.0717636364
cwlO,BSU34800,15.9919818182,15.6322272727,13.9753363636,15.9853909091,15.0368090909,15.0165363636,15.2785181818,15.2338818182,15.1884272727,13.9036636364,15.9220909091
yvcD,BSU34810,11.1237454545,11.1653090909,10.7813181818,11.1518454545,10.6313818182,10.1293,10.7139272727,12.0730272727,10.6054727273,10.9204454545,11.1123363636
yvzA,BSU34830,11.8126909091,12.1572545455,12.0730272727,11.3463363636,12.7994545455,12.0987818182,12.9110909091,10.4338272727,12.0409818182,12.8289909091,12.0252
yvcB,BSU34840,11.7372363636,11.9536727273,11.5038181818,10.9631818182,12.404,11.5178,12.5755727273,10.1575363636,11.8351454545,11.9463,11.7472181818
yvcA,BSU34850,11.5916,11.7781727273,10.7123727273,10.5166,11.8372454545,11.1537818182,12.1694181818,9.5957909091,11.8301636364,10.5012909091,11.5057727273
hisI,BSU34860,13.1668545455,12.9110909091,13.8508181818,12.7026181818,13.5514363636,11.5137818182,13.4410181818,8.7756636364,12.8377272727,9.8475818182,13.0944181818
hisF,BSU34870,13.1775272727,13.1287909091,13.8191727273,12.7556363636,13.4531636364,11.3369,13.5514363636,8.7359818182,12.8755727273,9.8590090909,13.1174909091
hisA,BSU34880,12.9045545455,13.1628090909,13.6358909091,12.5521181818,13.3489818182,11.0278363636,13.3235454545,8.7935909091,12.7971909091,9.6573818182,13.0616545455
hisH,BSU34890,12.9110909091,12.9578909091,13.4121545455,12.4612,13.3428181818,10.9776454545,13.0631727273,8.5551727273,12.6643818182,9.4993909091,13.0015454545
hisB,BSU34900,13.1267090909,13.3580909091,13.7535,12.9087636364,13.5435181818,11.4904181818,13.8191727273,8.554,13.0381454545,9.7673272727,13.2778090909
hisD,BSU34910,13.1601636364,13.0243363636,13.6106090909,12.6633909091,13.4684636364,10.9315818182,13.7579090909,8.2718727273,12.6381272727,9.3968818182,13.0333909091
hisG,BSU34920,12.8416636364,12.6964363636,13.0905181818,12.1875363636,13.5607272727,10.5964,13.86,8.3153181818,12.5463,8.8227090909,12.9180727273
hisZ,BSU34930,13.0517636364,12.6125545455,11.9842090909,12.0315363636,13.4012636364,10.6473272727,14.1067363636,8.1200181818,12.2734454545,8.0876181818,12.8638545455
yvpB,BSU34940,10.5382090909,10.4017909091,10.6442272727,9.6862090909,9.9740818182,9.0736818182,10.8669636364,10.1745454545,9.3844,9.6447363636,10.5695909091
pelC,BSU34950,9.5919363636,10.0368454545,9.6664090909,9.7044909091,10.2482818182,9.3510909091,10.2596454545,9.9374,8.9378272727,9.6299454546,9.6741181818
hprK,BSU35000,12.1538090909,11.6844,11.4961,11.7014,11.2925545455,11.3917636364,11.3175636364,12.1278727273,11.2798909091,11.4336909091,12.1404272727
nagA,BSU35010,10.4323909091,10.6107909091,11.1147090909,10.1049363636,10.8319454545,9.3968818182,10.6719545455,11.4171,10.3249636364,10.9898636364,10.3463272727
nagB,BSU35020,10.4017909091,10.5714181818,11.2860454545,10.2328,11.0643181818,9.4133545455,10.6402818182,11.3229636364,10.4403090909,11.2532,10.4387090909
nagR,BSU35030,10.0337454545,9.9431636364,10.4955818182,9.6216181818,10.1657818182,8.8405818182,9.7233090909,10.7139272727,9.5015636364,10.6835181818,9.9137181818
yvnB,BSU35040,8.2772909091,8.1200181818,7.5420363636,7.6623454546,8.1130818182,8.2326727273,8.1007818182,8.8154818182,8.1357,8.5755454546,8.3346454546
yvnA,BSU35050,9.6950272727,10.7645363636,10.6931363636,11.3213363636,9.8065272727,12.0605272727,10.7182909091,9.8257909091,11.2077,10.4976454545,9.7385363636
cypX,BSU35060,8.3911545455,9.2968818182,8.8371181818,8.5923818182,9.7828545455,8.6013545455,9.4809636364,9.7609545455,9.722,11.7472181818,8.3121181818
yvmC,BSU35070,8.4053636364,9.5191272727,9.0941272727,8.5755454546,10.0410545455,8.7169363636,9.9626454546,9.9120090909,10.0868181818,11.8416636364,8.427
yvmB,BSU35080,8.8107090909,9.0626818182,8.8494454546,8.3219363636,9.0453909091,7.9036818182,9.5106363636,9.7501363636,8.5044727273,9.1063,8.9117636364
yvmA,BSU35090,8.8934272727,9.0428636364,8.6583181818,8.1416727273,8.9868,7.9851818182,9.2072272727,9.5427181818,8.2772909091,9.2082454546,8.8636181818
yvlD,BSU35100,12.0626181818,12.3102,12.7785363636,12.0204090909,13.0066454545,12.2898818182,12.3579090909,12.4341272727,12.2924090909,13.2233090909,11.8247090909
yvlC,BSU35110,12.3866909091,12.4428090909,13.4054363636,12.3645727273,13.4021454545,12.9466909091,13.1027363636,12.6417,13.2824818182,13.5464,12.1036090909
yvlB,BSU35120,12.5155090909,13.1866636364,13.1174909091,12.9528,13.8713909091,13.6170181818,14.0228272727,13.1381090909,13.6386,14.1175363636,12.5340545455
yvlA,BSU35130,12.2034909091,13.0142818182,12.0702636364,12.5834909091,13.3103090909,12.7905727273,13.7048545455,13.1601636364,13.4962090909,13.9807181818,12.2308363636
yvkN,BSU35140,9.6025363636,9.8517818182,9.9228636364,9.6435272727,8.5598181818,9.8774818182,11.4234545455,9.4002818182,9.1412818182,8.8040727273,9.5684
yvzB,BSU35150,8.1840181818,8.1107,8.1901363636,7.7083272727,8.3474636364,7.4687818182,8.5811909091,8.8767818182,7.6742454546,8.4547636364,8.2241636364
uvrA,BSU35160,11.3356818182,11.1815181818,12.0802363636,11.0343,11.6668272727,10.7645363636,11.2798909091,11.8363363636,11.1787090909,12.0212363636,11.3369
uvrB,BSU35170,10.9365909091,11.1337909091,11.7487,10.7509363636,11.5626636364,10.7416181818,10.7922636364,11.5830454545,10.8559272727,11.8117636364,11.1750727273
csbA,BSU35180,11.7424545455,11.0531454545,14.7041909091,10.8004,12.6303181818,10.7478363636,10.3125090909,11.3510909091,10.5095454545,11.6245363636,11.7014
yvkC,BSU35190,7.7830454546,8.4946818182,8.4372909091,7.6936545455,8.7440272727,7.8204727273,8.7389090909,8.3562454546,8.6067181818,7.7879363636,7.8086454546
yvkB,BSU35200,8.9592909091,8.9987636364,8.9378272727,8.2988181818,9.0788545455,8.0647090909,9.0591454546,9.9095545455,8.7440272727,9.0453909091,8.9480818182
yvkA,BSU35210,8.7564363636,8.7935909091,8.8069909091,8.0412727273,8.7528909091,8.0599090909,9.0396545455,9.6638636364,8.5833090909,8.9613272727,8.8371181818
minJ,BSU35220,12.6890272727,12.6643818182,11.9443909091,12.4984,12.2695181818,12.0315363636,12.2118,11.9940727273,11.8841636364,12.2734454545,12.4968636364
swrAA/1,BSU35230,13.0851090909,13.7264545455,13.6650545455,13.3523454545,13.0314727273,12.7314181818,13.4546545455,12.3077727273,13.0333909091,12.9297909091,13.2345272727
swrAA/2,BSU35239,13.1027363636,13.7621181818,13.8058727273,13.3601636364,13.0015454545,12.784,13.6285272727,12.3543,13.1329545455,12.8858454545,13.3404181818
ctpB,BSU35240,7.8762,7.8303454546,7.7353,8.7733545455,7.8578363636,11.3286545455,8.0713909091,8.5127636364,9.2819363636,7.8875363636,7.8939272727
ftsX,BSU35250,13.2374727273,12.3594,12.2422272727,12.1796545455,12.4500272727,10.8659636364,12.0084909091,12.7592545455,11.8890363636,12.0100272727,13.0066454545
ftsE,BSU35260,13.4121545455,13.0984454545,12.0550818182,12.6479181818,12.1906909091,11.6538727273,12.4846454545,13.3601636364,12.6982272727,12.4027272727,13.3900727273
cccB,BSU35270,13.0997272727,12.6289545455,12.9199818182,12.7212181818,13.3343363636,12.8096909091,13.1583363636,13.8167181818,12.7639,13.2563636364,13.4244909091
yvjA,BSU35280,8.7786181818,8.8107090909,8.1984181818,7.9429636364,8.7860727273,7.7781818182,8.8008,10.5558363636,8.1727727273,9.9688727273,8.7588636364
prfB,BSU35290,13.1583363636,13.1988181818,13.3428181818,13.2891818182,13.2213272727,12.6761,13.3697636364,14.0272636364,13.1693636364,13.4631181818,13.0279909091
secA,BSU35300,13.5588636364,13.6415181818,13.7470909091,13.7774090909,13.5743727273,13.4531636364,13.8985818182,14.2751545455,13.6170181818,13.8102181818,13.6902727273
hpf,BSU35310,15.3027272727,14.4238727273,16.2011,14.8229090909,15.6026727273,14.6456636364,15.0723363636,12.0100272727,15.0165363636,15.5289818182,15.0368090909
smiA,BSU35319,14.0676545455,15.0916545455,14.7986636364,15.0916545455,14.5676363636,14.2054818182,14.3217818182,13.0718818182,14.1580909091,14.4087545455,13.9617272727
fliT,BSU35320,13.9672090909,15.1884272727,14.8714090909,15.1016,14.6578272727,14.6393181818,14.6117181818,13.3235454545,14.4857454545,14.4126090909,13.8951909091
fliS,BSU35330,13.8508181818,14.8714090909,14.6117181818,14.7779909091,14.5342818182,14.3168181818,14.4238727273,13.3545818182,14.4325818182,14.3255545455,13.7470909091
fliD,BSU35340,13.6437545455,14.7907818182,13.9807181818,14.7254636364,14.1580909091,14.1851909091,14.1907454545,13.1806545455,14.1968,13.8743909091,13.7579090909
yvyC,BSU35350,13.6781727273,14.9821,14.0305363636,15.0368090909,13.7295909091,14.2546363636,14.1851909091,13.5514363636,14.3052272727,14.2101272727,14.0001454545
hag,BSU35360,16.2525545455,16.3895727273,16.4059272727,16.4691363636,16.4393090909,16.4691363636,16.2988909091,15.8090181818,16.3940090909,16.1732090909,16.3305
csrA,BSU35370,10.7416181818,11.1506818182,11.788,10.8837636364,11.0604272727,10.2561090909,11.0752636364,10.7271909091,10.1790272727,11.1739090909,11.0400818182
fliW,BSU35380,11.5349454545,11.4123181818,11.8697090909,11.1750727273,11.5178,10.4660090909,11.2971818182,10.9302909091,10.8166545455,11.6459272727,11.2380272727
yviE,BSU35390,11.4540909091,12.0100272727,12.4742272727,11.8222545455,11.7893454545,11.4766636364,11.6955363636,10.5358818182,10.9913,11.6794909091,11.4210909091
flgL,BSU35400,14.1613272727,14.7479818182,14.7122,14.6342545455,14.4726454545,14.4788,14.3634727273,12.7123272727,14.0785,13.9925636364,14.2874181818
flgK,BSU35410,14.0607272727,14.4726454545,14.1741818182,14.4905454545,14.2546363636,14.3869818182,14.3699363636,12.7905727273,13.9954090909,13.9182,14.1613272727
yvyG,BSU35420,13.8423090909,14.2825727273,14.1580909091,14.2249181818,14.0676545455,14.1580909091,14.2666727273,12.7212181818,13.9234181818,13.8167181818,13.9182
flgM,BSU35430,13.8743909091,14.6775272727,14.9951818182,14.7041909091,14.3282545455,14.7122,14.9821,12.8935363636,14.2751545455,14.2800909091,14.2611636364
yvyF,BSU35440,13.3278454545,14.5039909091,13.8951909091,14.4325818182,13.8393363636,14.3255545455,14.7041909091,12.6366454545,14.2874181818,14.0847454545,13.6437545455
comFC,BSU35450,11.1370545455,12.4846454545,11.2635090909,12.0335909091,12.7669363636,13.0402272727,13.2233090909,11.0699454545,13.1118727273,12.8268727273,11.2099909091
comFB,BSU35460,11.5668454545,12.6678,11.9331727273,12.2010818182,13.1628090909,13.2996727273,13.5122545455,11.2426090909,13.3038818182,12.9872818182,11.6151818182
comFA,BSU35470,9.1023090909,11.9346272727,10.5964,10.9704272727,12.4135909091,12.6245454545,12.8698818182,8.8405818182,12.7610272727,12.5714,9.1838363636
degV,BSU35480,11.6227272727,11.6255636364,11.3560090909,11.4006181818,11.2850636364,10.6272636364,11.6373727273,11.8081272727,11.0415818182,11.4687909091,11.6030909091
degU,BSU35490,13.0402272727,13.2213272727,12.6633909091,13.1054363636,13.2642454545,12.8362090909,13.2939272727,13.2374727273,13.5152181818,12.9244818182,13.1311545455
degS,BSU35500,11.7255363636,12.2308363636,11.8568909091,12.3506545455,12.1225454545,11.8247090909,12.1866818182,12.0061545455,12.1241636364,11.2593181818,11.9224181818
yvyE,BSU35510,12.9394363636,12.7669363636,12.2080818182,12.6289545455,11.8301636364,11.8269272727,12.4808363636,13.2313,11.9430636364,12.2386818182,13.3634727273
tagV,BSU35520,13.0089909091,12.6027090909,12.5834909091,12.4552090909,12.5777818182,11.6073727273,12.5874909091,13.5588636364,11.8662636364,12.3709818182,13.2474181818
tuaH,BSU35540,8.6492818182,8.6199,9.0608181818,8.427,8.6413818182,9.1433909091,8.5724181818,9.3564,8.2791545455,8.6534818182,8.6703727273
tuaG,BSU35550,8.6026636364,8.4547636364,8.9343,7.9334909091,8.5144181818,9.2072272727,7.9232,9.2419363636,8.3928818182,8.6375272727,8.6955636364
tuaF,BSU35560,8.7389090909,8.6375272727,9.4576727273,8.5088,8.6845545455,9.4809636364,8.8767818182,9.3225636364,8.4656727273,8.7935909091,8.7310545455
tuaE,BSU35570,8.5144181818,8.2906181818,9.2123545455,7.7283363636,8.4357909091,8.0133272727,7.8773636364,9.1735636364,7.9807272727,8.3346454546,8.5991090909
tuaD,BSU35580,8.3820090909,8.1292363636,9.6141909091,7.5012727273,8.3388818182,8.0373181818,7.3819272727,8.8617090909,7.9308727273,8.2718727273,8.3798181818
tuaC,BSU35590,8.085,7.8104272727,9.9058454546,7.4617363636,8.0301727273,7.6792818182,7.3658181818,8.6138181818,7.6732727273,7.8651636364,8.1357
tuaB,BSU35600,8.0462363636,7.8204727273,9.9313636364,7.3928454546,7.8482363636,7.5803454546,7.4718727273,8.4423545455,7.6351454546,7.5896909091,8.0432636364
tuaA/1,BSU35609,8.1878545455,7.9892909091,10.4829909091,7.5715727273,7.9739272727,8.0994545455,7.8699090909,8.3992363636,7.8318636364,7.6193636364,8.1498545455
tuaA/2,BSU35610,8.1727727273,8.0916363636,10.8285272727,7.9291909091,7.9438090909,8.1670818182,8.2962636364,8.2153363636,7.8303454546,7.6121545455,8.1670818182
lytC,BSU35620,13.9954090909,14.2025636364,13.9182,14.4381636364,13.9925636364,13.2233090909,13.5551272727,12.0212363636,12.7373,13.1751181818,13.8822818182
lytB,BSU35630,13.7145818182,14.1236818182,12.7905727273,14.2101272727,13.3743363636,12.9847272727,13.2824818182,11.9017363636,12.6402,12.2450818182,13.7507
lytA,BSU35640,13.5257636364,14.3378090909,13.2916363636,14.4959545455,13.4342090909,13.2869818182,13.5879272727,12.1489545455,13.0817454545,13.0089909091,13.9582909091
tagU,BSU35650,11.5396727273,12.0502272727,11.9902545455,11.7472181818,12.0942727273,11.9855636364,12.3739545455,12.7373,12.1939181818,12.9320090909,11.4249454545
mnaA,BSU35660,10.3929363636,10.2613363636,10.0907909091,10.0174909091,9.9242090909,9.3949090909,10.1854818182,11.3940181818,9.5089,10.5651818182,10.4583818182
gtaB,BSU35670,13.9338363636,13.7774090909,15.2431909091,13.6902727273,13.8951909091,13.2939272727,13.3404181818,14.1851909091,13.8919363636,13.7115181818,14.0676545455
yvzH,BSU35679,10.8755,11.11,11.0952272727,10.2512090909,11.2402181818,8.9630727273,10.7324,10.0256090909,10.5624090909,11.3592909091,10.7182909091
ggaB,BSU35680,11.8979818182,12.3776363636,12.0772363636,11.7821090909,12.6417,10.6232454545,12.4479,10.9096636364,11.9051636364,12.0730272727,11.9293
ggaA,BSU35690,11.6290545455,12.1613818182,9.4606363636,11.7561181818,10.7076727273,10.2651,11.8528909091,10.8577272727,11.6151818182,9.9374,11.6955363636
yvzI,BSU35698,12.0816090909,12.6321454545,10.5812181818,12.3077727273,10.5695909091,11.1556545455,11.9176272727,10.9591454545,12.0594,10.4551272727,12.2657909091
yvzE,BSU35699,9.2901090909,9.6922818182,9.3874454546,9.5684,9.3129636364,8.9969181818,10.2482818182,10.1141636364,9.0277454546,10.4280909091,8.8974
tagH,BSU35700,11.8952636364,11.8173636364,11.5137818182,11.3917636364,11.6766,10.4891727273,11.8841636364,13.2563636364,11.6030909091,12.0626181818,11.9829181818
tagG,BSU35710,12.3967272727,12.1843,11.442,11.7392909091,11.8081272727,10.7852,11.8330090909,13.6717909091,12.0666,12.0605272727,12.4027272727
tagF,BSU35720,12.8563545455,12.8584363636,12.8115,12.6071272727,13.1329545455,11.5161545455,13.1118727273,13.9582909091,12.6902090909,13.6082454545,12.9151727273
tagE,BSU35730,12.6456727273,12.6071272727,11.3257545455,12.5363181818,12.2814090909,11.6973363636,12.6189272727,13.6415181818,12.2473181818,12.2080818182,12.7373
tagD,BSU35740,14.0444636364,14.0184363636,13.0593727273,13.6871090909,13.1203090909,13.5817818182,13.5817818182,14.2101272727,13.4531636364,13.4449454545,14.3282545455
tagA,BSU35750,12.8584363636,12.8240454545,12.3398272727,12.9692818182,12.3888090909,12.8377272727,12.6264727273,13.1420727273,12.5553272727,12.7892363636,12.8289909091
tagB,BSU35760,11.6030909091,11.8806545455,10.7271909091,12.1939181818,11.7169181818,11.8992727273,11.9988909091,12.7669363636,11.5097909091,11.8021818182,11.8126909091
tagC,BSU35770,8.7907727273,9.0027363636,8.8324363636,8.6045090909,8.9245181818,8.4656727273,9.1347727273,9.0788545455,7.8428090909,8.554,8.6761272727
lytD,BSU35780,12.5899363636,12.7260272727,13.2442,12.7950090909,11.9773272727,11.8739363636,12.0502272727,11.6185181818,11.6316181818,12.0186545455,12.4957818182
pmi,BSU35790,10.9271454545,10.5083818182,11.1474909091,10.9591454545,11.1739090909,10.3533090909,9.8236090909,11.1668181818,10.4569727273,11.6884181818,10.8135454545
gerBA,BSU35800,7.2222,7.6847636364,7.5257727273,7.5355818182,7.2680818182,8.8227090909,7.7959545455,7.3869909091,7.7759272727,7.3682545455,7.2946363636
gerBB,BSU35810,7.9491363636,7.7283363636,7.5481272727,7.4800272727,7.7113454546,8.2751454546,7.5674818182,8.4547636364,7.7494727273,7.8036181818,8.0074
gerBC,BSU35820,8.1901363636,7.9768636364,8.2381181818,7.6468090909,8.0233272727,8.4521090909,7.9256181818,8.6933818182,7.8143545455,8.0301727273,8.2335454546
ywtG,BSU35830,9.6299454546,8.3139454546,12.4479,7.7371545455,9.3639454546,7.6651636364,7.6006727273,7.8254,7.4703363636,9.4762272727,9.4727454546
ywtF,BSU35840,11.8625272727,12.0427272727,11.3780545455,11.4618727273,11.8100909091,10.9987727273,11.9376090909,13.0517636364,12.2450818182,11.9922,11.7936454545
ywtE,BSU35850,11.6813090909,11.4358090909,10.9887909091,11.2990636364,11.4949727273,10.7774090909,11.5626636364,12.2756545455,11.1147090909,10.9403727273,11.7392909091
pgdS,BSU35860,13.3443909091,13.6902727273,13.8713909091,13.7435909091,13.0243363636,12.9645363636,12.5955,11.3497181818,12.7573636364,13.2345272727,13.3697636364
capE,BSU35870,8.3495545455,8.3843272727,8.3180545455,8.1862454546,8.5967,7.5988090909,8.6319090909,9.2819363636,7.6290727273,9.0669090909,8.3733272727
capA,BSU35880,8.1057090909,8.0935909091,8.2074181818,7.5979727273,8.3940272727,7.5786272727,8.1404545455,9.0302727273,7.5570545455,8.9592909091,8.2022
capC,BSU35890,7.9952818182,7.9537272727,7.8393727273,7.5605727273,8.2241636364,7.5510090909,7.7353,8.7624727273,7.4185818182,8.3798181818,8.0761
capB,BSU35900,8.0301727273,8.0211,8.1148545455,7.7098090909,8.2051909091,7.6548454546,8.5407272727,8.8069909091,7.4375272727,8.2051909091,8.0279636364
rbsR,BSU35910,10.3269090909,9.9707727273,11.6668272727,10.9617363636,12.1260454545,10.9849818182,9.2228090909,14.6117181818,9.9255,13.7014181818,10.4267727273
rbsK,BSU35920,10.1975909091,9.7385363636,10.9617363636,11.0752636364,12.0354818182,11.1356090909,8.8090636364,14.6899272727,9.8354818182,13.8685,10.3169181818
rbsD,BSU35930,9.8865272727,9.0574454546,10.3648090909,10.5610090909,11.7116090909,10.4976454545,7.8958090909,14.6524090909,8.9908,13.6240181818,9.7753
rbsA,BSU35940,9.0997272727,8.6471363636,9.9549090909,10.0752545455,11.1289272727,10.3595272727,7.5435181818,14.6660454545,8.5888,13.8191727273,9.2123545455
rbsC,BSU35950,9.2689727273,8.6452272727,9.4506818182,9.9399727273,10.4307545455,10.3673909091,7.8204727273,14.8810181818,8.4965,13.8467272727,9.3307181818
rbsB,BSU35960,9.4576727273,8.8684636364,9.7154454546,10.2720727273,10.7238454545,10.9539818182,7.7903454546,15.0368090909,8.7389090909,14.1276909091,9.3712181818
ywsB,BSU35970,11.7337727273,10.0521636364,14.3767181818,11.3959272727,12.2789454545,11.8434363636,8.7802363636,15.0916545455,9.7179636364,14.2515,11.5137818182
ywsA,BSU35980,7.4762636364,7.9036818182,9.0396545455,7.6623454546,7.5988090909,8.3336636364,8.3296818182,9.6400181818,7.8641636364,8.5304545455,7.4464181818
ywrO,BSU35990,11.1904090909,11.0908636364,10.2197727273,10.2154454545,11.3901727273,10.5410636364,11.0237909091,11.2990636364,11.7074818182,9.994,10.9631818182
alsD,BSU36000,9.6510272727,9.4069545455,9.2868,8.4101363636,9.2054454546,8.0838727273,10.1360272727,10.0769090909,9.1557818182,8.9892636364,9.6277818182
alsS,BSU36010,9.6707545455,9.4993909091,9.0139363636,8.1312818182,8.9515545455,7.8377,10.1049363636,9.9549090909,9.3489727273,8.4946818182,9.5887909091
alsR,BSU36020,10.2851636364,10.0511272727,10.5981090909,9.6772727273,10.2897454545,8.7733545455,10.2304909091,10.2387636364,9.9984,9.9080090909,10.2426454545
ywrK,BSU36030,7.8681636364,7.8050636364,7.8525545455,10.9026090909,7.6267909091,9.7753,8.8869181818,8.2860909091,8.8934272727,9.4495636364,7.7935272727
ywrJ,BSU36040,7.9471545455,7.9657636364,8.0647090909,9.6707545455,7.6742454546,9.3387363636,8.8069909091,8.0133272727,8.7250090909,7.6134636364,7.9186181818
cotB,BSU36050,8.1096181818,8.0367272727,9.0183636364,11.5607909091,7.9583545455,11.8100909091,8.2791545455,8.3551545455,10.8180727273,7.8681636364,8.1703
cotH,BSU36060,7.5224454546,7.4641909091,7.6006727273,8.7700909091,7.4879363636,9.2988727273,7.8736818182,7.7550818182,8.8178181818,7.3369636364,7.5928727273
cotG,BSU36070,7.2106545455,7.3441272727,11.4996909091,15.4282727273,10.9665909091,14.3767181818,9.6152181818,7.1744909091,12.8289909091,13.9582909091,7.3369636364
ywrF,BSU36080,10.4280909091,10.1575363636,10.9956727273,10.4492545455,10.4919363636,9.7262272727,10.5651818182,10.6097363636,10.6327090909,9.9242090909,10.6154272727
ywrE,BSU36090,10.1464909091,11.2678181818,10.0190727273,10.3108090909,10.8055727273,11.2274909091,11.7487,10.6544545455,11.7043272727,13.5122545455,10.2977545455
ywrD,BSU36100,7.3044454546,7.6193636364,7.1555090909,7.2913090909,7.3590272727,7.27,7.9044,7.3853363636,7.1105909091,7.8641636364,7.3682545455
chrS,BSU36110,9.3387363636,9.2103090909,8.3868818182,8.2801,9.1532818182,8.0916363636,9.0092909091,10.3395,8.9425272727,10.6553818182,9.3468090909
ywrB,BSU36120,9.2361909091,9.0126818182,8.6430363636,8.1226909091,9.0343636364,7.9911272727,8.7440272727,10.2528181818,8.5740727273,10.2704818182,9.2477090909
ywrA,BSU36130,8.7204818182,8.3508818182,8.0838727273,7.5107181818,8.3745181818,7.4206272727,8.0994545455,9.5592909091,7.9952818182,9.1782545455,8.6845545455
